review,sentiment
awesomenic shuttl advanc player thank flipkartread,positive
classi productlow qualityread,negative
highli recommendedveri nice expect productread,positive
supergoodread,positive
supergeniuen product buy thank flipkart yonexread,positive
terrif purchasegoodread,positive
simpli awesomethanku flipkart read,positive
mindblow purchaseniceread,positive
mindblow purchasegood qualityread,positive
terrif purchasesuperread,positive
great productgood oneread,positive
brilliantgo it read,positive
wowtrustworthi sellerread,positive
wonderfulexcellentread,positive
brilliantgood qualityread,positive
fabulousthank flipkartread,positive
awesomegoodread,positive
simpli awesometh product aspect greatread,positive
must buymavi   beat option shuttl level playersread,positive
simpli awesomegood productread,positive
mindblow purchaseawesomemust buyread,positive
excellentgood productread,positive
simpli awesomeexcellentread,negative
fabulousgood product discount price got  read,positive
excellentsimpli awesomeread,positive
brilliantgudread,positive
fabulousgood productread,positive
nice productnic product  but price high read,positive
niceveri niceread,positive
good choiceperfectread,positive
delightfulexcellentread,positive
pretti goodsuperread,positive
hate itamaz cocread,positive
good qualiti productnic workread,positive
horribleniceread,positive
utterli disappointedveri niceread,positive
terrif purchasegood product bought shopsread,positive
wowgoodread,positive
good choicenic product deliv ontimeread,positive
bad qualityon time good deliveryread,positive
okaypric highread,positive
okaynic oneread,positive
must buypor qualityread,negative
worthlessgood qualiti shuttl good begin intermedi player one shuttl last   day matter extrem play net without net local styleread,positive
worth moneyuseless shuttl cant play one singl game one shuttl recommend wast money westeless shuttl never buy price high qualiti lowread,negative
worth everi pennycopi productread,negative
best marketgood productread,positive
mindblow purchasegoodread,positive
pretti goodniceread,positive
wowbrand good know packet good wors qualiti givenread,negative
perfect productpric highread,positive
great productpric highread,positive
perfect productgreatread,positive
terrificnot good  read,negative
classi productsup  read,positive
dont wast moneyr niceread,positive
fabulousgood productread,positive
classi productveri niceread,positive
terrificorigin qualityread,positive
awesomeit awesomeread,positive
terrificthi product goodread,positive
recommend allbest bigineersread,positive
mindblow purchaseveri nice  read,positive
wowlonglast unlik shuttleread,positive
supernic productread,positive
classi productshuttl broken within one day worst productread,negative
good qualiti productexcellentread,positive
must buymavi   best shuttl ive ever play withread,positive
great productfabul product everread,positive
poorveri nice product  read,positive
wonderfulnic product read,positive
terrif purchasenot good qualityread,negative
brilliantkudo deliveri quick well packag product greatread,positive
valueformoneygoodread,positive
valueformoneygood productread,positive
mindblow purchasenic productread,positive
pretti goodperfect playread,positive
classi productexcel shuttl alwaysread,positive
worth everi pennyveri nice origin genuin product suppli flipkartread,positive
highli recommendedbad qualityread,negative
simpli awesomegood shuttleread,positive
awesomevalu moneyread,positive
fabulousa good orgin product thank flipkartread,positive
terrificqu nice greatread,positive
could way bettersatisfactori onlyread,positive
worth everi pennyveri goodread,positive
supernic shuttl team play well use neg point outdoor shuttl lose stabilityread,positive
brilliantgood fast deliveri superread,positive
best marketgood arn link retail product googread,positive
awesomeworth moneyread,positive
wowbest shuttlesread,positive
good qualiti productperfect shuttl indoor last long good qualityread,positive
superveri nice productread,positive
highli recommendedniceread,positive
goodno goodread,negative
bad qualitynic shuttlesread,positive
horribleorigin good qualityread,positive
could way betternic productread,positive
wonderfulsuperbread,positive
dont wast moneydelightedread,positive
awesomeveri fast deliveryand good qualiti shuttlesread,positive
delightfulnic productread,positive
wowniceread,positive
classi productgoodread,positive
wonderfulnic product good qualiti price littl highread,positive
pretti goodshuttl okread,negative
perfect productdisappoint one shuttl proper rest swingingread,negative
delightfulokread,negative
expect better productgood qualiti shuttes read,positive
worth moneyveri badread,negative
valueformoneysam originalread,positive
brilliantniceread,positive
terrificnic superread,positive
great productbest qualiti product thank flipkartread,positive
realli nicegoodread,positive
terrif purchaseoriginalread,positive
good qualiti productlast smash  read,positive
good qualiti productniceread,positive
pretti goodveri poor productread,negative
fabulousveri high price compar product better buy similar product line lower priceread,positive
superveri good qualityread,positive
good choicegenuin productread,positive
wowawesom  read,positive
wowit fast deveri thank flipkartread,positive
terrif purchasesupperread,positive
wowveri goodread,positive
superqu good price high excel qualiti reliabl tooread,positive
fabulousgoodread,positive
realli niceniceread,positive
perfect productwowread,positive
wonderfulnic real shuttl yonexread,positive
awesomegoodread,positive
perfect productr tq flpcartread,positive
wonderfuloriginalread,positive
brilliantgot origin cheaper local marketread,positive
great productsup qualiti productread,positive
awesomeit ok good productread,positive
awesomegoodread,positive
simpli awesomeexcellentread,positive
good qualiti productsooperread,positive
perfect productamaz offer genuin productsread,positive
simpli awesomebett brand segmentread,positive
must buyveri good qualiti thank flipkartread,positive
nice productsup product love itread,positive
perfect productgood itemsread,positive
brilliantexcellentmaread,positive
good qualiti productfastest ever deliveri ever reciev order yesterday receiv today thank flipkart genuin productread,positive
awesomethi shuttl give nice controlread,positive
goodnic productread,positive
fairgoodread,positive
pretti goodniceread,positive
slightli disappointedgoodread,positive
excellentactu previou shuttl goodbut time bottom damag fastread,positive
brilliantvalu moneyread,positive
decent productawesom productread,positive
nice productveri good read,positive
great productsuperread,positive
good qualiti productgood product reason priceread,positive
okaysuperread,positive
goodcork bad qualityread,positive
best marketwa excel purchas job perfectli problem felt fli speed littl less compar mavi   shuttl purchas side ilread,positive
awesomeit look second qualityread,negative
terrificnic shuttlesread,positive
wowgood qualiti satisfi paidread,positive
niceus product racquet broken fastread,positive
supergoodread,positive
wownic productread,positive
brilliantreach time goodread,positive
worth everi pennyaverageread,positive
worth everi pennygoodread,positive
mindblow purchaseworth money nice productread,positive
pretti goodniceread,positive
brilliantsatisfiedread,positive
classi productgood productread,positive
terrificproduct lower qualiti compar previou lock productread,positive
classi productawesom productbest quality read,positive
